Referencia;Descripción;Fecha;Salidas;Precio;Pedido de venta -> Serie, ejercicio y nº pedido;Pedido de venta -> Nº pedido;Factura de venta -> Serie de factura emitida;Cliente;Cliente -> Nombre fiscal
PH 7690;Módulo SNMP para UPS serie Protekt Phasak;27-Jul-2021;1;135.3200;01/04-M/21-00735;735;18;28786;COMPONENTES INFORMATICOS ASTURIAS S.L.
PH 7690;Módulo SNMP para UPS serie Protekt Phasak;24-Sep-2021;1;172.1700;01/08-N/21-04003;4003;1;48380;SISTEMAS Y COMUNICACIONES INFOSER, S.L.
PH 7690;Módulo SNMP para UPS serie Protekt Phasak;22-Oct-2021;2;172.1700;01/08-N/21-04432;4432;1;15827;SILME S.A
PH 7690;Módulo SNMP para UPS serie Protekt Phasak;2-Nov-2021;1;98.0000;01/08-N/21-04212;4212;1;58177;BEAT IT SOLUTIONS SL
PH 7690;Módulo SNMP para UPS serie Protekt Phasak;2-Nov-2021;1;98.0000;01/08-N/21-04344;4344;1;58177;BEAT IT SOLUTIONS SL
PH 7690;Módulo SNMP para UPS serie Protekt Phasak;2-Nov-2021;1;98.0000;01/08-N/21-04346;4346;1;58177;BEAT IT SOLUTIONS SL
PH 7690;Módulo SNMP para UPS serie Protekt Phasak;10-Nov-2021;1;134.6000;01/08-N/21-04731;4731;1;14452;TECNOXARXA VALLES S.L.L
PH 7690;Módulo SNMP para UPS serie Protekt Phasak;12-Nov-2021;10;123.9000;01/08-N/21-04552;4552;1;67215;ALAVA INGENIEROS SA
PH 7690;Módulo SNMP para UPS serie Protekt Phasak;10-Ene-2022;2;124.4500;01/08-N/22-00056;56;1;57665;VUNKERS IT EXPERTS, S.L.U.
PH 7690;Módulo SNMP para UPS serie Protekt Phasak;31-Ene-2022;4;124.4500;01/08-N/22-00405;405;1;10346;DETEINCO, S.L.U.
PH 7690;Módulo SNMP para UPS serie Protekt Phasak;14-Feb-2022;2;134.6000;01/08-N/22-00593;593;1;64380;INSTALACIONES SMART SPAIN S.L.
PH 7690;Módulo SNMP para UPS serie Protekt Phasak;7-Mar-2022;2;124.4500;01/08-N/22-00963;963;1;50159;ETXESOFT TECHNOLOGIES & CONSULTING S.L.
PH 7690;Módulo SNMP para UPS serie Protekt Phasak;14-Mar-2022;7;123.9000;01/08-N/22-01025;1025;1;67215;ALAVA INGENIEROS SA
PH 7690;Módulo SNMP para UPS serie Protekt Phasak;11-Abr-2022;1;134.6000;01/08-N/22-01515;1515;1;26972;GABINETE DE SERVICIOS INFORMATICOS TUDELA S.L.
PH 7690;Módulo SNMP para UPS serie Protekt Phasak;10-May-2022;4;129.4500;01/08-N/22-01818;1818;1;50979;HOGAR DIGITAL E INMOTICA INGENIEROS S.L.
PH 7690;Módulo SNMP para UPS serie Protekt Phasak;27-May-2022;2;124.4500;01/08-N/22-02242;2242;1;45583;IVAN PRIETO PRIETO(EUSKO PC)
PH 7690;Módulo SNMP para UPS serie Protekt Phasak;3-Jun-2022;2;113.1500;01/08-N/22-02342;2342;1;57665;VUNKERS IT EXPERTS, S.L.U.
PH 7690;Módulo SNMP para UPS serie Protekt Phasak;14-Jun-2022;1;124.4500;01/08-N/22-02495;2495;1;28191;ALMACEN INDUSTRIAL DE ENERGIA, S.L.
PH 7690;Módulo SNMP para UPS serie Protekt Phasak;23-Jun-2022;0;113.1500;01/08-N/22-02658;2658;1;57665;VUNKERS IT EXPERTS, S.L.U.
PH 7690;Módulo SNMP para UPS serie Protekt Phasak;30-Jun-2022;2;70.9900;01/08-IE/22-00131;131;44;24256;MEDIO INFORMÁTICO, LDA
PH 7690;Módulo SNMP para UPS serie Protekt Phasak;20-Oct-2022;1;131.4400;01/08-N/22-04234;4234;1;15827;SILME S.A
PH 7690;Módulo SNMP para UPS serie Protekt Phasak;25-Oct-2022;1;107.5200;01/08-N/22-04191;4191;1;20134;MYA NUEVAS TECNOLOGIAS, S.L.
PH 7690;Módulo SNMP para UPS serie Protekt Phasak;26-Oct-2022;1;117.4000;01/04-M/22-00829;829;18;20322;ASEUROPA S.L.
PH 7690;Módulo SNMP para UPS serie Protekt Phasak;27-Oct-2022;2;131.4400;01/08-N/22-04380;4380;1;15827;SILME S.A
PH 7690;Módulo SNMP para UPS serie Protekt Phasak;4-Nov-2022;1;117.4000;01/08-N/22-04475;4475;1;11232;GERSA INFORMATICA S.L.
PH 7690;Módulo SNMP para UPS serie Protekt Phasak;4-Nov-2022;4;117.4000;01/08-N/22-04282;4282;1;11232;GERSA INFORMATICA S.L.
PH 8010;SAI  Phasak Conqueror Pro Online LCD 1000 VA;16-Oct-2020;1;178.0000;01/08-N/20-03610;3610;1;66754;SONEPAR IBÉRICA SPAIN, S.A.U.
PH 8010;SAI  Phasak Conqueror Pro Online LCD 1000 VA;4-Nov-2020;1;178.0000;01/08-N/20-04382;4382;1;25519;ASITEC SERVICIOS INFORMATICOS INTEGRALES S.L.
PH 8010;SAI  Phasak Conqueror Pro Online LCD 1000 VA;10-Nov-2020;1;178.0000;01/08-N/20-04520;4520;1;58291;SPANRED S.L.U.
PH 8010;SAI  Phasak Conqueror Pro Online LCD 1000 VA;13-Nov-2020;1;178.0000;01/08-N/20-04587;4587;1;46224;BUILDING COMPUTERS S.L.
PH 8010;SAI  Phasak Conqueror Pro Online LCD 1000 VA;16-Nov-2020;1;178.0000;01/08-N/20-04643;4643;1;25519;ASITEC SERVICIOS INFORMATICOS INTEGRALES S.L.
PH 8010;SAI  Phasak Conqueror Pro Online LCD 1000 VA;23-Nov-2020;1;178.0000;01/08-N/20-04789;4789;1;14386;CENTRO CULTURAL I ESPORTIU XALOC, S.A.
PH 8010;SAI  Phasak Conqueror Pro Online LCD 1000 VA;30-Nov-2020;1;93.8200;01/08-IE/20-00097;97;44;24256;MEDIO INFORMÁTICO, LDA
PH 8010;SAI  Phasak Conqueror Pro Online LCD 1000 VA;2-Dic-2020;1;178.0000;01/08-N/20-04982;4982;1;65107;JOSE LUIS JULIAN TEBAR
PH 8010;SAI  Phasak Conqueror Pro Online LCD 1000 VA;4-Ene-2021;2;178.0000;01/08-N/21-00003;3;1;64237;M HARD SOLUCIONES EN SISTEMAS SL
PH 8010;SAI  Phasak Conqueror Pro Online LCD 1000 VA;20-Ene-2021;1;199.3600;01/08-N/21-00261;261;1;46224;BUILDING COMPUTERS S.L.
PH 8010;SAI  Phasak Conqueror Pro Online LCD 1000 VA;21-Ene-2021;2;179.0000;01/08-N/21-00312;312;1;34157;EXTENSA TELECOM, S.L.
PH 8010;SAI  Phasak Conqueror Pro Online LCD 1000 VA;11-Feb-2021;1;199.3600;01/08-N/21-00744;744;1;15711;ANGLE INFORMATICA, S.L.
PH 8010;SAI  Phasak Conqueror Pro Online LCD 1000 VA;22-Feb-2021;1;179.0000;01/08-N/21-00930;930;1;53882;SANCHEZ RICO INFORMATICA S.L.
PH 8010;SAI  Phasak Conqueror Pro Online LCD 1000 VA;3-Mar-2021;1;199.3600;01/08-N/21-01086;1086;1;27184;CORP. DIGICOM ELECTRONICS SISTEMAS AVANAZADOS SL
PH 8010;SAI  Phasak Conqueror Pro Online LCD 1000 VA;7-Abr-2021;1;173.9400;01/04-M/21-00424;424;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 8010;SAI  Phasak Conqueror Pro Online LCD 1000 VA;9-Abr-2021;2;179.0000;01/08-N/21-01645;1645;1;53882;SANCHEZ RICO INFORMATICA S.L.
PH 8010;SAI  Phasak Conqueror Pro Online LCD 1000 VA;15-Abr-2021;1;173.9400;01/04-M/21-00460;460;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 8010;SAI  Phasak Conqueror Pro Online LCD 1000 VA;19-May-2021;1;173.9400;01/04-M/21-00577;577;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 8010;SAI  Phasak Conqueror Pro Online LCD 1000 VA;20-May-2021;1;199.3600;01/08-N/21-02344;2344;1;14715;TOPCON ESPAÑA, S.A.
PH 8010;SAI  Phasak Conqueror Pro Online LCD 1000 VA;2-Jun-2021;2;173.9400;01/04-M/21-00627;627;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 8010;SAI  Phasak Conqueror Pro Online LCD 1000 VA;29-Jul-2021;1;243.5100;01/04-M/21-00740;740;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 8010;SAI  Phasak Conqueror Pro Online LCD 1000 VA;20-Ago-2021;1;215.0000;01/08-N/21-03547;3547;1;10449;RECERCA I SERVEIS TECNOLOGICS, S.L.
PH 8010;SAI  Phasak Conqueror Pro Online LCD 1000 VA;30-Ago-2021;1;259.8200;01/08-N/21-03628;3628;1;48597;RICARDO VELA CB 
PH 8010;SAI  Phasak Conqueror Pro Online LCD 1000 VA;7-Sep-2021;0;215.0000;01/08-N/21-03728;3728;1;10449;RECERCA I SERVEIS TECNOLOGICS, S.L.
PH 8010;SAI  Phasak Conqueror Pro Online LCD 1000 VA;7-Sep-2021;1;218.0000;01/08-N/21-03723;3723;1;67068;CASTELLANO LEONESA DE COMUNICACIONES, S.L.
PH 8010;SAI  Phasak Conqueror Pro Online LCD 1000 VA;14-Sep-2021;1;243.5100;01/04-M/21-00824;824;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 8010;SAI  Phasak Conqueror Pro Online LCD 1000 VA;24-Sep-2021;2;167.0200;01/08-N/21-04000;4000;1;34042;IMS LINARES, S.L.
PH 8010;SAI  Phasak Conqueror Pro Online LCD 1000 VA;27-Sep-2021;1;199.3600;01/08-N/21-04067;4067;1;14715;TOPCON ESPAÑA, S.A.
PH 8010;SAI  Phasak Conqueror Pro Online LCD 1000 VA/900W;18-Nov-2021;2;157.7300;01/08-N/21-04866;4866;1;66754;SONEPAR IBÉRICA SPAIN, S.A.U.
PH 8010;SAI  Phasak Conqueror Pro Online LCD 1000 VA;22-Nov-2021;1;175.2500;01/08-N/21-04922;4922;1;56598;ZIONE BUSINESS SOLUTIONS S.L.
PH 8010;SAI  Phasak Conqueror Pro Online LCD 1000 VA;23-Nov-2021;1;168.3100;01/08-N/21-04935;4935;1;57134;BILBAO ELECTRÓNICA S.A.
PH 8010;SAI  Phasak Conqueror Pro Online LCD 1000 VA;3-Dic-2021;1;150.9000;01/04-N/21-00236;236;1;52836;MUZYBAR COMPUTER, S.L.
PH 8010;SAI  Phasak Conqueror Pro Online LCD 1000 VA;14-Dic-2021;1;205.7900;01/09-PM/21-01440;1440;45;66756;CLIENTE FACTURA SIMPLIFICADA PC COMPONENTES
PH 8010;SAI  Phasak Conqueror Pro Online LCD 1000 VA;14-Dic-2021;5;159.3200;01/04-N/21-00239;239;1;40621;HM HISPAMICRO SISTEMAS INFORMATICOS S.L.U.
PH 8010;SAI  Phasak Conqueror Pro Online LCD 1000 VA;14-Dic-2021;1;177.0200;01/08-N/21-05226;5226;1;13276;D.K. FACTORY SL
PH 8010;SAI  Phasak Conqueror Pro Online LCD 1000 VA;14-Dic-2021;5;173.4800;01/08-N/21-05242;5242;1;20534;TIENDAS URBANO, S.L.
PH 8010;SAI  Phasak Conqueror Pro Online LCD 1000 VA;16-Dic-2021;1;150.9000;01/04-N/21-00252;252;1;52836;MUZYBAR COMPUTER, S.L.
PH 8010;SAI  Phasak Conqueror Pro Online LCD 1000 VA;16-Dic-2021;3;177.0200;01/08-N/21-05272;5272;1;51017;PABLO HERNANDEZ ARENAL 
PH 8010;SAI  Phasak Conqueror Pro Online LCD 1000 VA;17-Dic-2021;1;205.7900;01/09-PM/21-01484;1484;45;66756;CLIENTE FACTURA SIMPLIFICADA PC COMPONENTES
PH 8010;SAI  Phasak Conqueror Pro Online LCD 1000 VA;17-Dic-2021;1;177.0200;01/08-N/21-05301;5301;1;51017;PABLO HERNANDEZ ARENAL 
PH 8010;SAI  Phasak Conqueror Pro Online LCD 1000 VA;30-Dic-2021;0;205.7900;01/09-PM/21-01594;1594;45;66756;CLIENTE FACTURA SIMPLIFICADA PC COMPONENTES
PH 8010;SAI  Phasak Conqueror Pro Online LCD 1000 VA;30-Dic-2021;1;205.7900;01/09-S/21-00059;59;38;67533;MATIAS GARCIA OLIVERA
PH 8010;SAI  Phasak Conqueror Pro Online LCD 1000 VA;4-Abr-2022;10;173.8500;01/04-M/22-00235;235;18;34760;DEPAU SISTEMAS, S.L.
PH 8010;SAI  Phasak Conqueror Pro Online LCD 1000 VA;3-May-2022;1;173.8500;01/04-N/22-00095;95;1;40621;HM HISPAMICRO SISTEMAS INFORMATICOS S.L.U.
PH 8010;SAI  Phasak Conqueror Pro Online LCD 1000 VA;1-Jun-2022;1;201.1300;01/08-N/22-02282;2282;1;34588;M.S. AUDIOVISUAL, S.L.
PH 8010;SAI  Phasak Conqueror Pro Online LCD 1000 VA;8-Jun-2022;1;212.6200;01/08-N/22-02385;2385;1;51017;PABLO HERNANDEZ ARENAL 
PH 8010;SAI  Phasak Conqueror Pro Online LCD 1000 VA;4-Jul-2022;1;183.7800;01/04-N/22-00128;128;1;40621;HM HISPAMICRO SISTEMAS INFORMATICOS S.L.U.
PH 8010;SAI  Phasak Conqueror Pro Online LCD 1000 VA;12-Jul-2022;1;212.6200;01/08-N/22-02934;2934;1;56598;ZIONE BUSINESS SOLUTIONS S.L.
PH 8010;SAI  Phasak Conqueror Pro Online LCD 1000 VA;21-Jul-2022;1;184.5000;01/04-M/22-00574;574;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 8010;SAI  Phasak Conqueror Pro Online LCD 1000 VA;26-Jul-2022;1;205.0000;01/08-N/22-03131;3131;1;51017;PABLO HERNANDEZ ARENAL 
PH 8010;SAI  Phasak Conqueror Pro Online LCD 1000 VA;28-Jul-2022;1;184.5000;01/04-M/22-00599;599;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 8010;SAI  Phasak Conqueror Pro Online LCD 1000 VA;29-Jul-2022;1;228.9300;01/09-PM/22-01329;1329;;66756;CLIENTE FACTURA SIMPLIFICADA PC COMPONENTES
PH 8010;SAI  Phasak Conqueror Pro Online LCD 1000 VA;29-Jul-2022;1;228.9300;01/09-S/22-00350;350;38;68109;PROJECTES INFORMATICA I NOVES TECNOLOGIES SL
PH 8010;SAI  Phasak Conqueror Pro Online LCD 1000 VA;2-Ago-2022;1;228.9300;01/09-S/22-00363;363;38;68109;PROJECTES INFORMATICA I NOVES TECNOLOGIES SL
PH 8010;SAI  Phasak Conqueror Pro Online LCD 1000 VA;2-Ago-2022;2;228.9300;01/09-PM/22-01354;1354;;66756;CLIENTE FACTURA SIMPLIFICADA PC COMPONENTES
PH 8010;SAI  Phasak Conqueror Pro Online LCD 1000 VA;3-Ago-2022;2;228.9300;01/09-S/22-00368;368;38;68109;PROJECTES INFORMATICA I NOVES TECNOLOGIES SL
PH 8010;SAI  Phasak Conqueror Pro Online LCD 1000 VA;5-Ago-2022;1;205.0000;01/08-N/22-03257;3257;1;20342;INFORMATICA HISPALENSE, S.L.
PH 8010;SAI  Phasak Conqueror Pro Online LCD 1000 VA;8-Ago-2022;1;228.9300;01/09-PM/22-01380;1380;;66756;CLIENTE FACTURA SIMPLIFICADA PC COMPONENTES
PH 8010;SAI  Phasak Conqueror Pro Online LCD 1000 VA;12-Ago-2022;1;228.9300;01/09-PM/22-01415;1415;;66756;CLIENTE FACTURA SIMPLIFICADA PC COMPONENTES
PH 8010;SAI  Phasak Conqueror Pro Online LCD 1000 VA;12-Ago-2022;1;228.9300;01/09-S/22-00406;406;38;68273;INFORMATICAGLOBAL. GURU SL.
PH 8010;SAI  Phasak Conqueror Pro Online LCD 1000 VA;26-Ago-2022;3;177.1900;01/04-M/22-00663;663;18;34760;DEPAU SISTEMAS, S.L.
PH 8010;SAI  Phasak Conqueror Pro Online LCD 1000 VA;8-Sep-2022;2;209.1100;01/08-N/22-03577;3577;1;14386;CENTRO CULTURAL I ESPORTIU XALOC, S.A.
PH 8010;SAI  Phasak Conqueror Pro Online LCD 1000 VA;20-Sep-2022;2;180.7400;01/04-M/22-00722;722;18;34760;DEPAU SISTEMAS, S.L.
PH 8010;SAI  Phasak Conqueror Pro Online LCD 1000 VA;26-Sep-2022;1;180.7400;01/04-N/22-00180;180;1;40621;HM HISPAMICRO SISTEMAS INFORMATICOS S.L.U.
PH 8010;SAI  Phasak Conqueror Pro Online LCD 1000 VA;28-Sep-2022;0;205.0000;01/08-N/22-03886;3886;1;20342;INFORMATICA HISPALENSE, S.L.
PH 8010;SAI  Phasak Conqueror Pro Online LCD 1000 VA;28-Sep-2022;0;117.1000;;;;59941;COMERCIALIZACION Y SUMINISTROS MERCURIO, SL
PH 8010;SAI  Phasak Conqueror Pro Online LCD 1000 VA;30-Sep-2022;1;117.1100;01/08-IE/22-00188;188;44;24256;MEDIO INFORMÁTICO, LDA
PH 8010;SAI  Phasak Conqueror Pro Online LCD 1000 VA;4-Oct-2022;1;180.7400;01/04-N/22-00192;192;1;40621;HM HISPAMICRO SISTEMAS INFORMATICOS S.L.U.
PH 8010;SAI  Phasak Conqueror Pro Online LCD 1000 VA;6-Oct-2022;2;180.7400;01/04-M/22-00749;749;18;34760;DEPAU SISTEMAS, S.L.
PH 8010;SAI  Phasak Conqueror Pro Online LCD 1000 VA;19-Oct-2022;4;180.7400;01/04-M/22-00793;793;18;34760;DEPAU SISTEMAS, S.L.
PH 8010;SAI  Phasak Conqueror Pro Online LCD 1000 VA;26-Oct-2022;1;180.7400;01/04-N/22-00212;212;1;40621;HM HISPAMICRO SISTEMAS INFORMATICOS S.L.U.
PH 8010;SAI  Phasak Conqueror Pro Online LCD 1000 VA;7-Nov-2022;4;180.7400;01/04-M/22-00854;854;18;34760;DEPAU SISTEMAS, S.L.
PH 8010;SAI  Phasak Conqueror Pro Online LCD 1000 VA;9-Nov-2022;1;209.1100;01/08-N/22-04551;4551;1;53591;SGI SOFT S.L.
PH 8010;SAI  Phasak Conqueror Pro Online LCD 1000 VA;18-Nov-2022;5;180.7400;01/04-M/22-00906;906;18;34760;DEPAU SISTEMAS, S.L.
PH 8010;SAI  Phasak Conqueror Pro Online LCD 1000 VA;25-Nov-2022;2;180.7400;01/04-N/22-00241;241;1;40621;HM HISPAMICRO SISTEMAS INFORMATICOS S.L.U.
PH 8010;SAI  Phasak Conqueror Pro Online LCD 1000 VA;2-Dic-2022;1;209.1100;01/08-N/22-04921;4921;1;68725;DOMOTICUS DOMOTICA S.L.
PH 8020;SAI  Phasak Conqueror Pro Online LCD 2000 VA/1800W 10-15 minutos autonomía.;4-Nov-2020;1;272.0000;01/08-N/20-04388;4388;1;53882;SANCHEZ RICO INFORMATICA S.L.
PH 8020;SAI  Phasak Conqueror Pro Online LCD 2000 VA;9-Nov-2020;1;292.5000;01/08-N/20-04447;4447;1;49442;JOSE ANGEL BITRIAN SALAMERO
PH 8020;SAI  Phasak Conqueror Pro Online LCD 2000 VA;23-Nov-2020;1;245.5000;01/04-M/20-01182;1182;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 8020;SAI  Phasak Conqueror Pro Online LCD 2000 VA;30-Nov-2020;1;292.5000;01/08-N/20-04905;4905;1;15711;ANGLE INFORMATICA, S.L.
PH 8020;SAI  Phasak Conqueror Pro Online LCD 2000 VA;3-Feb-2021;1;227.1000;01/04-M/21-00146;146;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 8020;SAI  Phasak Conqueror Pro Online LCD 2000 VA;22-Feb-2021;2;289.0000;01/08-N/21-00930;930;1;53882;SANCHEZ RICO INFORMATICA S.L.
PH 8020;SAI  Phasak Conqueror Pro Online LCD 2000 VA;9-Mar-2021;1;327.6000;01/08-N/21-01172;1172;1;38288;TECNOGESTIÓN PRINCIPADO, S.L.
PH 8020;SAI  Phasak Conqueror Pro Online LCD 2000 VA;20-May-2021;1;274.9600;01/04-M/21-00583;583;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 8020;SAI  Phasak Conqueror Pro Online LCD 2000 VA;2-Jun-2021;1;274.9600;01/04-M/21-00626;626;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 8020;SAI  Phasak Conqueror Pro Online LCD 2000 VA;2-Ago-2021;1;358.9100;01/04-M/21-00744;744;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 8020;SAI  Phasak Conqueror Pro Online LCD 2000 VA;21-Sep-2021;2;384.9400;01/04-M/21-00845;845;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 8020;SAI  Phasak Conqueror Pro Online LCD 2000 VA;21-Sep-2021;1;243.9700;01/08-N/21-03934;3934;1;10481;OFITECNICA DEL PENEDES S.L.
PH 8020;SAI  Phasak Conqueror Pro Online LCD 2000 VA;24-Sep-2021;1;243.9700;01/08-N/21-04007;4007;1;56598;ZIONE BUSINESS SOLUTIONS S.L.
PH 8020;SAI  Phasak Conqueror Pro Online LCD 2000 VA;21-Oct-2021;1;219.5700;01/04-M/21-00922;922;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 8020;SAI  Phasak Conqueror Pro Online LCD 2000 VA;21-Oct-2021;1;243.9700;01/08-N/21-04407;4407;1;28149;ANTONIO OYOLA MORENO
PH 8020;SAI  Phasak Conqueror Pro Online LCD 2000 VA;25-Oct-2021;1;243.9700;01/08-N/21-04442;4442;1;40794;CENTRO DE INVESTIGACIONES INFORMATICAS Y APLICACIONES PROFESIONALES SL
PH 8020;SAI  Phasak Conqueror Pro Online LCD 2000 VA;4-Nov-2021;2;219.5700;01/04-M/21-00952;952;18;20466;GLOBOMATIK INFORMATICA, SL
PH 8020;SAI  Phasak Conqueror Pro Online LCD 2000 VA;15-Nov-2021;2;243.9700;01/08-N/21-04788;4788;1;55365;ALIPABLO S.L.
PH 8020;SAI  Phasak Conqueror Pro Online LCD 2000 VA;17-Nov-2021;1;219.5700;01/04-M/21-00985;985;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 8020;SAI  Phasak Conqueror Pro Online LCD 2000 VA;23-Nov-2021;1;219.5700;01/04-M/21-00995;995;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 8020;SAI  Phasak Conqueror Pro Online LCD 2000 VA;25-Nov-2021;1;219.5700;01/04-M/21-01012;1012;18;20466;GLOBOMATIK INFORMATICA, SL
PH 8020;SAI  Phasak Conqueror Pro Online LCD 2000 VA;29-Nov-2021;1;243.9700;01/08-N/21-05006;5006;1;50979;HOGAR DIGITAL E INMOTICA INGENIEROS S.L.
PH 8020;SAI  Phasak Conqueror Pro Online LCD 2000 VA;30-Nov-2021;1;219.5700;01/04-M/21-01029;1029;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 8020;SAI  Phasak Conqueror Pro Online LCD 2000 VA;3-Dic-2021;1;218.0000;01/08-N/21-04942;4942;1;65076;UTOPIUX INGENIERIA INFORMATICA S.L.
PH 8020;SAI  Phasak Conqueror Pro Online LCD 2000 VA;14-Dic-2021;1;250.3800;01/08-N/21-05226;5226;1;13276;D.K. FACTORY SL
PH 8020;SAI  Phasak Conqueror Pro Online LCD 2000 VA;16-Dic-2021;2;250.3800;01/08-N/21-05272;5272;1;51017;PABLO HERNANDEZ ARENAL 
PH 8020;SAI  Phasak Conqueror Pro Online LCD 2000 VA;17-Dic-2021;1;250.3800;01/08-N/21-05301;5301;1;51017;PABLO HERNANDEZ ARENAL 
PH 8020;SAI  Phasak Conqueror Pro Online LCD 2000 VA;22-Dic-2021;1;225.3400;01/04-M/21-01094;1094;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 8020;SAI  Phasak Conqueror Pro Online LCD 2000 VA;12-Ene-2022;1;236.0800;01/04-M/22-00016;16;18;20466;GLOBOMATIK INFORMATICA, SL
PH 8020;SAI  Phasak Conqueror Pro Online LCD 2000 VA;28-Ene-2022;0;358.9100;01/04-M/22-00055;55;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 8020;SAI  Phasak Conqueror Pro Online LCD 2000 VA;31-Mar-2022;1;254.1800;01/04-M/22-00234;234;18;20466;GLOBOMATIK INFORMATICA, SL
PH 8020;SAI  Phasak Conqueror Pro Online LCD 2000 VA;4-Abr-2022;5;244.1200;01/04-M/22-00235;235;18;34760;DEPAU SISTEMAS, S.L.
PH 8020;SAI  Phasak Conqueror Pro Online LCD 2000 VA;7-Abr-2022;1;236.0800;01/04-M/22-00262;262;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 8020;SAI  Phasak Conqueror Pro Online LCD 2000 VA;10-May-2022;1;254.1800;01/04-M/22-00333;333;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 8020;SAI  Phasak Conqueror Pro Online LCD 2000 VA;11-May-2022;2;254.1800;01/04-M/22-00341;341;18;20466;GLOBOMATIK INFORMATICA, SL
PH 8020;SAI  Phasak Conqueror Pro Online LCD 2000 VA;13-Jun-2022;1;254.1800;01/04-M/22-00451;451;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 8020;SAI  Phasak Conqueror Pro Online LCD 2000 VA;17-Jun-2022;1;261.5900;01/04-M/22-00470;470;18;20466;GLOBOMATIK INFORMATICA, SL
PH 8020;SAI  Phasak Conqueror Pro Online LCD 2000 VA;23-Jun-2022;1;290.6500;01/08-N/22-02643;2643;1;61994;SOLUCIONES INDELSUR, S.L.
PH 8020;SAI  Phasak Conqueror Pro Online LCD 2000 VA;21-Jul-2022;1;261.5900;01/04-M/22-00526;526;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 8020;SAI  Phasak Conqueror Pro Online LCD 2000 VA;21-Jul-2022;1;259.6300;01/04-M/22-00574;574;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 8020;SAI  Phasak Conqueror Pro Online LCD 2000 VA;29-Jul-2022;2;244.1200;01/04-M/22-00605;605;18;34760;DEPAU SISTEMAS, S.L.
PH 8020;SAI  Phasak Conqueror Pro Online LCD 2000 VA;2-Ago-2022;1;277.0500;01/08-N/22-03207;3207;1;15747;NETCOM BALAGUER S.L.
PH 8020;SAI  Phasak Conqueror Pro Online LCD 2000 VA;10-Ago-2022;1;277.0500;01/08-N/22-03296;3296;1;15747;NETCOM BALAGUER S.L.
PH 8020;SAI  Phasak Conqueror Pro Online LCD 2000 VA;26-Ago-2022;1;249.3400;01/04-M/22-00663;663;18;34760;DEPAU SISTEMAS, S.L.
PH 8020;SAI  Phasak Conqueror Pro Online LCD 2000 VA;29-Ago-2022;1;288.4700;01/08-N/22-03446;3446;1;34588;M.S. AUDIOVISUAL, S.L.
PH 8020;SAI  Phasak Conqueror Pro Online LCD 2000 VA;7-Sep-2022;2;254.3100;01/04-M/22-00688;688;18;34760;DEPAU SISTEMAS, S.L.
PH 8020;SAI  Phasak Conqueror Pro Online LCD 2000 VA;14-Sep-2022;1;331.4000;01/09-PM/22-01571;1571;;66756;CLIENTE FACTURA SIMPLIFICADA PC COMPONENTES
PH 8020;SAI  Phasak Conqueror Pro Online LCD 2000 VA;16-Sep-2022;1;331.4000;01/09-S/22-00500;500;38;68397;JAVIER GOMEZ
PH 8020;SAI  Phasak Conqueror Pro Online LCD 2000 VA;16-Sep-2022;1;161.8300;;;;67910;MORINGA PARTNERS S.L.
PH 8020;SAI  Phasak Conqueror Pro Online LCD 2000 VA;16-Sep-2022;1;294.2200;01/08-N/22-03662;3662;1;39741;FERRER SANCHIS ELECTRICISTES S.L.
PH 8020;SAI  Phasak Conqueror Pro Online LCD 2000 VA;22-Sep-2022;1;288.3300;01/08-N/22-03810;3810;1;50979;HOGAR DIGITAL E INMOTICA INGENIEROS S.L.
PH 8020;SAI  Phasak Conqueror Pro Online LCD 2000 VA;29-Sep-2022;1;264.8000;01/04-M/22-00744;744;18;48078;GRUPO ELECTRO STOCKS S.L.U
PH 8020;SAI  Phasak Conqueror Pro Online LCD 2000 VA;4-Oct-2022;1;264.8000;01/04-M/22-00751;751;18;20466;GLOBOMATIK INFORMATICA, SL
